Time (s),Sample #,Channel A (V)
4.909270,4778,0.020295
4.909273,4779,0.020295
4.909276,4780,0.020295
4.909279,4781,-0.023652
4.909283,4782,0.020295
4.909286,4783,-0.023652
4.909289,4784,0.020295
4.909292,4785,0.020295
4.909296,4786,-0.023652
4.909299,4787,-0.023652
4.909302,4788,-0.023652
4.909305,4789,-0.023652
4.909308,4790,-0.023652
4.909312,4791,-0.023652
4.909315,4792,0.020295
4.909318,4793,0.020295
4.909321,4794,0.020295
4.909324,4795,0.020295
4.909327,4796,-0.023652
4.909331,4797,0.020295
4.909334,4798,-0.023652
4.909337,4799,-0.023652
4.909340,4800,0.020295
4.909344,4801,0.020295
4.909347,4802,0.020295
4.909350,4803,0.020295
4.909353,4804,0.020295
4.909356,4805,-0.023652
4.909360,4806,0.020295
4.909363,4807,-0.023652
4.909366,4808,0.020295
4.909369,4809,-0.023652
4.909373,4810,-0.023652
4.909376,4811,-0.023652
4.909379,4812,-0.023652
4.909383,4813,0.020295
4.909386,4814,0.020295
4.909389,4815,-0.023652
4.909392,4816,-0.023652
4.909396,4817,0.020295
4.909399,4818,-0.023652
4.909402,4819,0.020295
4.909405,4820,-0.023652
4.909409,4821,-0.023652
4.909412,4822,0.020295
4.909415,4823,-0.023652
4.909418,4824,0.020295
4.909422,4825,-0.023652
4.909425,4826,0.020295
4.909428,4827,-0.023652
4.909431,4828,-0.023652
4.909434,4829,-0.023652
4.909438,4830,0.020295
4.909441,4831,0.020295
4.909444,4832,0.020295
4.909447,4833,-0.023652
4.909450,4834,0.020295
4.909454,4835,-0.023652
4.964108,4836,0.020295
4.964137,4837,-0.023652
4.964142,4838,-0.023652
4.964145,4839,0.020295
4.964148,4840,0.020295
4.964150,4841,0.020295
4.964153,4842,0.020295
4.964155,4843,-0.023652
4.964158,4844,0.020295
4.964160,4845,-0.023652
4.964163,4846,0.020295
4.964165,4847,-0.023652
4.964168,4848,-0.023652
4.964170,4849,-0.023652
4.964173,4850,-0.023652
4.964175,4851,0.020295
4.964178,4852,-0.023652
4.964180,4853,-0.023652
4.964182,4854,0.020295
4.964185,4855,-0.023652
4.964187,4856,0.020295
4.964190,4857,0.020295
4.964192,4858,0.020295
4.964194,4859,-0.023652
4.964197,4860,0.020295
4.964199,4861,0.020295
4.964202,4862,0.020295
4.964204,4863,0.020295
4.964206,4864,-0.023652
4.964209,4865,0.020295
4.964211,4866,0.020295
4.964213,4867,0.020295
4.964215,4868,-0.023652
4.964218,4869,-0.023652
4.964220,4870,0.020295
4.964223,4871,-0.023652
4.964225,4872,-0.023652
4.964228,4873,0.020295
4.964230,4874,0.020295
4.964232,4875,0.020295
4.964235,4876,0.020295
4.964237,4877,0.020295
4.964239,4878,0.020295
4.964242,4879,-0.023652
4.964244,4880,0.020295
4.964246,4881,0.020295
4.964249,4882,-0.023652
4.964251,4883,-0.023652
4.964253,4884,0.020295
4.964256,4885,0.020295
5.028454,4886,-0.023652
5.028494,4887,0.020295
5.028498,4888,0.020295
5.028500,4889,-0.023652
5.028504,4890,-0.023652
5.028506,4891,-0.023652
5.028509,4892,0.020295
5.028511,4893,0.020295
5.028514,4894,0.020295
5.028516,4895,0.020295
5.028519,4896,0.020295
5.028521,4897,0.020295
5.028524,4898,-0.023652
5.028526,4899,-0.023652
5.028529,4900,-0.023652
5.028532,4901,-0.023652
5.028534,4902,-0.023652
5.028537,4903,0.020295
5.028539,4904,0.020295
5.028541,4905,0.020295
5.028544,4906,-0.023652
5.028546,4907,-0.023652
5.028548,4908,0.020295
5.028551,4909,-0.023652
5.028554,4910,-0.023652
5.028556,4911,-0.023652
5.028559,4912,0.020295
5.028561,4913,0.020295
5.028563,4914,0.020295
5.028566,4915,0.020295
5.028568,4916,0.020295
5.028570,4917,0.020295
5.028573,4918,0.020295
5.028575,4919,0.020295
5.028577,4920,0.020295
5.028580,4921,-0.023652
5.028582,4922,-0.023652
5.028585,4923,0.020295
5.028587,4924,0.020295
5.028589,4925,-0.023652
5.028592,4926,-0.023652
5.028595,4927,-0.023652
5.028597,4928,-0.023652
5.028600,4929,-0.023652
5.028602,4930,0.020295
5.028605,4931,-0.023652
5.028607,4932,0.020295
5.028609,4933,-0.023652
5.028612,4934,0.020295
5.028614,4935,0.020295
5.093968,4936,-0.023652
5.094021,4937,0.020295
5.094026,4938,0.020295
5.094029,4939,0.020295
5.094032,4940,-0.023652
5.094035,4941,0.020295
5.094038,4942,0.020295
5.094040,4943,-0.023652
5.094043,4944,0.020295
5.094045,4945,0.020295
5.094048,4946,0.020295
5.094050,4947,0.020295
5.094053,4948,0.020295
5.094055,4949,-0.023652
5.094058,4950,-0.023652
5.094061,4951,-0.023652
5.094063,4952,0.020295
5.094066,4953,0.020295
5.094068,4954,0.020295
5.094070,4955,-0.023652
5.094073,4956,0.020295
5.094075,4957,0.020295
5.094078,4958,0.020295
5.094081,4959,-0.023652
5.094083,4960,-0.023652
5.094086,4961,0.020295
5.094088,4962,0.020295
5.094091,4963,-0.023652
5.094094,4964,-0.023652
5.094097,4965,0.020295
5.094099,4966,0.020295
5.094101,4967,0.020295
5.094104,4968,0.020295
5.094106,4969,-0.023652
5.094109,4970,-0.023652
5.094112,4971,0.020295
5.094114,4972,0.020295
5.094117,4973,-0.023652
5.094119,4974,0.020295
5.094122,4975,0.020295
5.094124,4976,0.020295
5.094126,4977,-0.023652
5.094129,4978,0.020295
5.094131,4979,0.020295
5.094134,4980,-0.023652
5.094136,4981,-0.023652
5.094139,4982,0.020295
5.094141,4983,-0.023652
5.094143,4984,0.020295
5.094146,4985,-0.023652
5.160873,4986,0.020295
5.160928,4987,0.020295
5.160933,4988,0.020295
5.160936,4989,-0.023652
5.160940,4990,-0.023652
5.160942,4991,0.020295
5.160945,4992,0.020295
5.160948,4993,0.020295
5.160951,4994,0.020295
5.160953,4995,0.020295
5.160956,4996,0.020295
5.160958,4997,0.020295
5.160960,4998,0.020295
5.160963,4999,0.020295
5.160966,5000,0.020295
5.160969,5001,-0.023652
5.160972,5002,0.020295
5.160975,5003,-0.023652
5.160978,5004,-0.023652
5.160980,5005,0.020295
5.160983,5006,0.020295
5.160985,5007,0.020295
5.160987,5008,-0.023652
5.160990,5009,0.020295
5.160992,5010,-0.023652
5.160995,5011,-0.023652
5.160998,5012,0.020295
5.161000,5013,-0.023652
5.161003,5014,0.020295
5.161005,5015,0.020295
5.161007,5016,-0.023652
5.161010,5017,-0.023652
5.161013,5018,0.020295
5.161015,5019,0.020295
5.161017,5020,0.020295
5.161020,5021,-0.023652
5.161022,5022,-0.023652
5.161024,5023,-0.023652
5.161027,5024,-0.023652
5.161030,5025,0.020295
5.161032,5026,0.020295
5.161035,5027,0.020295
5.161037,5028,0.020295
5.161039,5029,-0.023652
5.161042,5030,-0.023652
5.161045,5031,-0.023652
5.161047,5032,0.020295
5.161049,5033,0.020295
5.161052,5034,-0.023652
5.161054,5035,0.020295
5.226338,5036,0.020295
5.226377,5037,0.020295
5.226381,5038,0.020295
5.226384,5039,0.020295
5.226387,5040,0.020295
5.226390,5041,-0.023652
5.226393,5042,0.020295
5.226396,5043,0.020295
5.226398,5044,0.020295
5.226401,5045,-0.023652
5.226403,5046,-0.023652
5.226406,5047,-0.023652
5.226409,5048,0.020295
5.226411,5049,0.020295
5.226414,5050,0.020295
5.226416,5051,-0.023652
5.226418,5052,-0.023652
5.226421,5053,-0.023652
5.226423,5054,0.020295
5.226426,5055,0.020295
5.226428,5056,0.020295
5.226430,5057,0.020295
5.226433,5058,-0.023652
5.226435,5059,0.020295
5.226438,5060,0.020295
5.226440,5061,0.020295
5.226443,5062,0.020295
5.226445,5063,0.020295
5.226447,5064,0.020295
5.226451,5065,-0.023652
5.226453,5066,0.020295
5.226456,5067,0.020295
5.226458,5068,-0.023652
5.226460,5069,-0.023652
5.226463,5070,-0.023652
5.226465,5071,-0.023652
5.226468,5072,0.020295
5.226470,5073,0.020295
5.226473,5074,-0.023652
5.226475,5075,0.020295
5.226477,5076,-0.023652
5.226480,5077,-0.023652
5.226482,5078,0.020295
5.226484,5079,0.020295
5.226487,5080,-0.023652
5.226489,5081,0.020295
5.226491,5082,0.020295
5.226494,5083,0.020295
5.226496,5084,0.020295
5.226498,5085,-0.023652
5.226501,5086,-0.023652
5.226503,5087,-0.023652
5.226506,5088,0.020295
5.226508,5089,-0.023652
5.226532,5090,-0.023652
5.226534,5091,-0.023652
5.226537,5092,-0.023652
5.226539,5093,-0.023652
5.226542,5094,-0.023652
5.226544,5095,0.020295
5.226547,5096,0.020295
5.226549,5097,0.020295
5.226551,5098,0.020295
5.226553,5099,0.020295
5.226556,5100,-0.023652
5.226559,5101,0.020295
5.226561,5102,-0.023652
5.226564,5103,-0.023652
5.226566,5104,0.020295
5.226568,5105,0.020295
5.226571,5106,-0.023652
5.226573,5107,-0.023652
5.226575,5108,-0.023652
5.226578,5109,-0.023652
5.226580,5110,0.020295
5.226583,5111,-0.023652
5.226585,5112,-0.023652
5.226587,5113,-0.023652
5.226590,5114,-0.023652
5.226592,5115,0.020295
5.226594,5116,0.020295
5.226597,5117,-0.023652
5.226599,5118,-0.023652
5.226601,5119,0.020295
5.226604,5120,-0.023652
5.226606,5121,0.020295
5.226609,5122,0.020295
5.226611,5123,-0.023652
5.226613,5124,0.020295
5.226616,5125,0.020295
5.226618,5126,-0.023652
5.226620,5127,0.020295
5.226623,5128,-0.023652
5.226625,5129,-0.023652
5.226627,5130,-0.023652
5.226630,5131,-0.023652
5.226632,5132,0.020295
5.226635,5133,-0.023652
5.226637,5134,0.020295
5.226639,5135,-0.023652
5.292477,5136,0.020295
5.292528,5137,0.020295
5.292533,5138,0.020295
5.292536,5139,0.020295
5.292539,5140,-0.023652
5.292542,5141,0.020295
5.292545,5142,-0.023652
5.292548,5143,0.020295
5.292551,5144,-0.023652
5.292554,5145,0.020295
5.292557,5146,0.020295
5.292559,5147,0.020295
5.292562,5148,0.020295
5.292564,5149,-0.023652
5.292567,5150,-0.023652
5.292571,5151,0.020295
5.292573,5152,0.020295
5.292575,5153,-0.023652
5.292578,5154,-0.023652
5.292581,5155,0.020295
5.292583,5156,0.020295
5.292586,5157,0.020295
5.292588,5158,0.020295
5.292591,5159,0.020295
5.292593,5160,0.020295
5.292595,5161,0.020295
5.292598,5162,-0.023652
5.292600,5163,0.020295
5.292603,5164,0.020295
5.292605,5165,0.020295
5.292608,5166,-0.023652
5.292610,5167,-0.023652
5.292613,5168,-0.023652
5.292615,5169,0.020295
5.292618,5170,0.020295
5.292620,5171,-0.023652
5.292622,5172,0.020295
5.292625,5173,0.020295
5.292627,5174,-0.023652
5.292630,5175,0.020295
5.292632,5176,0.020295
5.292635,5177,0.020295
5.292637,5178,-0.023652
5.292640,5179,0.020295
5.292643,5180,-0.023652
5.292645,5181,0.020295
5.292648,5182,0.020295
5.292650,5183,0.020295
5.292653,5184,0.020295
5.292655,5185,-0.023652
5.359245,5186,0.020295
5.359298,5187,0.020295
5.359303,5188,-0.023652
5.359307,5189,0.020295
5.359310,5190,-0.023652
5.359313,5191,-0.023652
5.359316,5192,-0.023652
5.359319,5193,0.020295
5.359322,5194,-0.023652
5.359325,5195,-0.023652
5.359328,5196,-0.023652
5.359330,5197,0.020295
5.359333,5198,0.020295
5.359336,5199,0.020295
5.359339,5200,0.020295
5.359342,5201,0.020295
5.359344,5202,-0.023652
5.359347,5203,-0.023652
5.359350,5204,0.020295
5.359352,5205,0.020295
5.359355,5206,-0.023652
5.359358,5207,0.020295
5.359360,5208,-0.023652
5.359363,5209,-0.023652
5.359366,5210,-0.023652
5.359369,5211,-0.023652
5.359372,5212,-0.023652
5.359374,5213,0.020295
5.359377,5214,0.020295
5.359379,5215,-0.023652
5.359382,5216,0.020295
5.359384,5217,-0.023652
5.359387,5218,0.020295
5.359389,5219,0.020295
5.359392,5220,-0.023652
5.359394,5221,0.020295
5.359397,5222,0.020295
5.359399,5223,0.020295
5.359401,5224,0.020295
5.359404,5225,0.020295
5.359407,5226,0.020295
5.359409,5227,-0.023652
5.359412,5228,-0.023652
5.359415,5229,-0.023652
5.359419,5230,0.020295
5.359421,5231,-0.023652
5.359424,5232,-0.023652
5.359427,5233,-0.023652
5.359431,5234,-0.023652
5.359433,5235,-0.023652
5.359436,5236,0.020295
5.359438,5237,0.020295
5.359441,5238,0.020295
5.359443,5239,0.020295
5.359445,5240,-0.023652
5.359448,5241,-0.023652
5.359450,5242,-0.023652
5.359453,5243,-0.023652
5.359456,5244,0.020295
5.359458,5245,-0.023652
5.359461,5246,0.020295
5.359464,5247,-0.023652
5.359466,5248,-0.023652
5.359469,5249,0.020295
5.359472,5250,-0.023652
5.359475,5251,0.020295
5.359477,5252,-0.023652
5.359479,5253,-0.023652
5.359482,5254,0.020295
5.359484,5255,-0.023652
5.359486,5256,0.020295
5.359489,5257,0.020295
5.359491,5258,-0.023652
5.359494,5259,0.020295
5.359526,5260,-0.023652
5.359529,5261,-0.023652
5.359531,5262,0.020295
5.359534,5263,-0.023652
5.359536,5264,-0.023652
5.359539,5265,-0.023652
5.359541,5266,0.020295
5.359544,5267,-0.023652
5.359546,5268,-0.023652
5.359548,5269,-0.023652
5.359551,5270,-0.023652
5.359553,5271,-0.023652
5.359555,5272,-0.023652
5.359558,5273,-0.023652
5.359562,5274,0.020295
5.359567,5275,0.020295
5.359571,5276,0.020295
5.359573,5277,-0.023652
5.359576,5278,0.020295
5.359579,5279,0.020295
5.359581,5280,0.020295
5.359584,5281,0.020295
5.359587,5282,0.020295
5.359590,5283,0.020295
5.359593,5284,0.020295
5.359595,5285,0.020295
5.423976,5286,0.020295
5.423999,5287,0.020295
5.424001,5288,-0.023652
5.424003,5289,0.020295
5.424004,5290,0.020295
5.424005,5291,-0.023652
5.424007,5292,0.020295
5.424009,5293,-0.023652
5.424010,5294,0.020295
5.424011,5295,-0.023652
5.424013,5296,0.020295
5.424014,5297,0.020295
5.424015,5298,-0.023652
5.424016,5299,0.020295
5.424017,5300,-0.023652
5.424019,5301,0.020295
5.424020,5302,-0.023652
5.424021,5303,-0.023652
5.424022,5304,0.020295
5.424024,5305,0.020295
5.424025,5306,0.020295
5.424026,5307,0.020295
5.424027,5308,-0.023652
5.424028,5309,-0.023652
5.424029,5310,-0.023652
5.424031,5311,0.020295
5.424032,5312,-0.023652
5.424033,5313,0.020295
5.424034,5314,0.020295
5.424036,5315,0.020295
5.424036,5316,0.020295
5.424037,5317,0.020295
5.424038,5318,0.020295
5.424040,5319,0.020295
5.424041,5320,-0.023652
5.424042,5321,-0.023652
5.424043,5322,-0.023652
5.424044,5323,0.020295
5.424045,5324,0.020295
5.424046,5325,-0.023652
5.424048,5326,-0.023652
5.424049,5327,0.020295
5.424050,5328,-0.023652
5.424051,5329,-0.023652
5.424052,5330,-0.023652
5.424053,5331,-0.023652
5.424054,5332,0.020295
5.424055,5333,-0.023652
5.424056,5334,-0.023652
5.424057,5335,0.020295
5.482234,5336,0.020295
5.482257,5337,0.020295
5.482260,5338,-0.023652
5.482263,5339,0.020295
5.482266,5340,-0.023652
5.482268,5341,0.020295
5.482270,5342,-0.023652
5.482273,5343,-0.023652
5.482275,5344,0.020295
5.482278,5345,0.020295
5.482280,5346,0.020295
5.482283,5347,0.020295
5.482285,5348,-0.023652
5.482287,5349,-0.023652
5.482290,5350,-0.023652
5.482292,5351,0.020295
5.482295,5352,0.020295
5.482297,5353,-0.023652
5.482299,5354,0.020295
5.482302,5355,-0.023652
5.482304,5356,0.020295
5.482307,5357,0.020295
5.482309,5358,0.020295
5.482311,5359,-0.023652
5.482314,5360,0.020295
5.482316,5361,-0.023652
5.482319,5362,-0.023652
5.482322,5363,0.020295
5.482324,5364,-0.023652
5.482327,5365,-0.023652
5.482329,5366,0.020295
5.482332,5367,0.020295
5.482334,5368,-0.023652
5.482337,5369,-0.023652
5.482339,5370,-0.023652
5.482342,5371,0.020295
5.482344,5372,0.020295
5.482346,5373,-0.023652
5.482349,5374,-0.023652
5.482351,5375,0.020295
5.482353,5376,0.020295
5.482356,5377,-0.023652
5.482358,5378,-0.023652
5.482361,5379,0.020295
5.482363,5380,-0.023652
5.482366,5381,0.020295
5.482368,5382,0.020295
5.482370,5383,0.020295
5.482373,5384,-0.023652
5.482375,5385,0.020295
5.548905,5386,0.020295
5.548957,5387,0.020295
5.548961,5388,-0.023652
5.548966,5389,-0.023652
5.548969,5390,-0.023652
5.548973,5391,-0.023652
5.548976,5392,-0.023652
5.548979,5393,-0.023652
5.548981,5394,-0.023652
5.548984,5395,0.020295
5.548987,5396,-0.023652
5.548989,5397,0.020295
5.548992,5398,-0.023652
5.548995,5399,-0.023652
5.548997,5400,0.020295
5.549000,5401,-0.023652
5.549003,5402,-0.023652
5.549006,5403,0.020295
5.549009,5404,-0.023652
5.549011,5405,-0.023652
5.549014,5406,-0.023652
5.549016,5407,0.020295
5.549019,5408,-0.023652
5.549021,5409,-0.023652
5.549023,5410,-0.023652
5.549026,5411,-0.023652
5.549028,5412,0.020295
5.549031,5413,0.020295
5.549033,5414,0.020295
5.549036,5415,0.020295
5.549039,5416,0.020295
5.549041,5417,0.020295
5.549044,5418,-0.023652
5.549046,5419,-0.023652
5.549049,5420,-0.023652
5.549051,5421,0.020295
5.549053,5422,-0.023652
5.549056,5423,0.020295
5.549059,5424,-0.023652
5.549061,5425,0.020295
5.549063,5426,-0.023652
5.549066,5427,0.020295
5.549068,5428,-0.023652
5.549071,5429,-0.023652
5.549073,5430,0.020295
5.549076,5431,-0.023652
5.549079,5432,0.020295
5.549081,5433,-0.023652
5.549083,5434,-0.023652
5.549086,5435,0.020295
5.614318,5436,-0.023652
5.614354,5437,-0.023652
5.614358,5438,0.020295
5.614361,5439,-0.023652
5.614364,5440,0.020295
5.614367,5441,0.020295
5.614369,5442,-0.023652
5.614372,5443,0.020295
5.614389,5444,-0.023652
5.614391,5445,-0.023652
5.614394,5446,0.020295
5.614397,5447,0.020295
5.614399,5448,0.020295
5.614402,5449,-0.023652
5.614404,5450,-0.023652
5.614407,5451,-0.023652
5.614409,5452,-0.023652
5.614412,5453,-0.023652
5.614414,5454,0.020295
5.614417,5455,0.020295
5.614419,5456,0.020295
5.614422,5457,0.020295
5.614424,5458,0.020295
5.614427,5459,0.020295
5.614430,5460,-0.023652
5.614432,5461,0.020295
5.614435,5462,-0.023652
5.614437,5463,-0.023652
5.614440,5464,-0.023652
5.614442,5465,-0.023652
5.614445,5466,-0.023652
5.614447,5467,-0.023652
5.614450,5468,-0.023652
5.614452,5469,-0.023652
5.614454,5470,-0.023652
5.614457,5471,-0.023652
5.614459,5472,-0.023652
5.614462,5473,-0.023652
5.614464,5474,0.020295
5.614467,5475,0.020295
5.614469,5476,-0.023652
5.614472,5477,0.020295
5.614474,5478,0.020295
5.614477,5479,0.020295
5.614479,5480,-0.023652
5.614482,5481,0.020295
5.614484,5482,0.020295
5.614487,5483,0.020295
5.614489,5484,0.020295
5.614491,5485,0.020295
5.680396,5486,0.020295
5.680449,5487,-0.023652
5.680455,5488,-0.023652
5.680458,5489,-0.023652
5.680461,5490,-0.023652
5.680464,5491,0.020295
5.680467,5492,-0.023652
5.680470,5493,-0.023652
5.680473,5494,0.020295
5.680475,5495,0.020295
5.680477,5496,0.020295
5.680480,5497,0.020295
5.680483,5498,0.020295
5.680485,5499,0.020295
5.680488,5500,0.020295
5.680491,5501,0.020295
5.680493,5502,0.020295
5.680496,5503,0.020295
5.680498,5504,0.020295
5.680501,5505,-0.023652
5.680503,5506,0.020295
5.680506,5507,-0.023652
5.680508,5508,-0.023652
5.680511,5509,-0.023652
5.680514,5510,-0.023652
5.680516,5511,-0.023652
5.680519,5512,0.020295
5.680521,5513,-0.023652
5.680524,5514,0.020295
5.680526,5515,-0.023652
5.680529,5516,0.020295
5.680532,5517,-0.023652
5.680534,5518,0.020295
5.680537,5519,-0.023652
5.680539,5520,-0.023652
5.680542,5521,0.020295
5.680544,5522,-0.023652
5.680547,5523,-0.023652
5.680550,5524,0.020295
5.680552,5525,0.020295
5.680554,5526,0.020295
5.680557,5527,0.020295
5.680559,5528,-0.023652
5.680562,5529,-0.023652
5.680564,5530,0.020295
5.680566,5531,-0.023652
5.680569,5532,0.020295
5.680571,5533,0.020295
5.680574,5534,0.020295
5.680576,5535,0.020295
5.680578,5536,-0.023652
5.680581,5537,-0.023652
5.680583,5538,0.020295
5.680586,5539,0.020295
5.680588,5540,0.020295
5.680590,5541,-0.023652
5.680593,5542,0.020295
5.680595,5543,-0.023652
5.680597,5544,-0.023652
5.680600,5545,-0.023652
5.680602,5546,-0.023652
5.680605,5547,-0.023652
5.680607,5548,-0.023652
5.680610,5549,-0.023652
5.680612,5550,-0.023652
5.680614,5551,-0.023652
5.680617,5552,-0.023652
5.680619,5553,0.020295
5.680621,5554,0.020295
5.680624,5555,0.020295
5.680626,5556,0.020295
5.680629,5557,-0.023652
5.680631,5558,0.020295
5.680634,5559,0.020295
5.680637,5560,0.020295
5.680639,5561,0.020295
5.680641,5562,-0.023652
5.680644,5563,0.020295
5.680646,5564,0.020295
5.680648,5565,-0.023652
5.680651,5566,-0.023652
5.680653,5567,0.020295
5.680655,5568,0.020295
5.680658,5569,-0.023652
5.680660,5570,-0.023652
5.680663,5571,-0.023652
5.680665,5572,0.020295
5.680667,5573,-0.023652
5.680670,5574,-0.023652
5.680672,5575,0.020295
5.680674,5576,0.020295
5.680677,5577,-0.023652
5.680679,5578,-0.023652
5.680681,5579,0.020295
5.680684,5580,0.020295
5.680686,5581,0.020295
5.680688,5582,0.020295
5.680691,5583,0.020295
5.680693,5584,-0.023652
5.680695,5585,0.020295
5.746992,5586,-0.023652
5.747045,5587,-0.023652
5.747050,5588,0.020295
5.747053,5589,-0.023652
5.747056,5590,0.020295
5.747058,5591,-0.023652
5.747062,5592,-0.023652
5.747065,5593,-0.023652
5.747068,5594,0.020295
5.747071,5595,0.020295
5.747073,5596,0.020295
5.747076,5597,0.020295
5.747079,5598,-0.023652
5.747081,5599,-0.023652
5.747084,5600,0.020295
5.747087,5601,-0.023652
5.747089,5602,0.020295
5.747092,5603,0.020295
5.747094,5604,0.020295
5.747097,5605,0.020295
5.747099,5606,0.020295
5.747101,5607,0.020295
5.747104,5608,-0.023652
5.747106,5609,-0.023652
5.747109,5610,0.020295
5.747112,5611,0.020295
5.747114,5612,0.020295
5.747116,5613,0.020295
5.747119,5614,-0.023652
5.747121,5615,0.020295
5.747124,5616,0.020295
5.747126,5617,0.020295
5.747128,5618,0.020295
5.747130,5619,0.020295
5.747133,5620,0.020295
5.747136,5621,0.020295
5.747138,5622,-0.023652
5.747141,5623,0.020295
5.747143,5624,0.020295
5.747145,5625,-0.023652
5.747148,5626,0.020295
5.747150,5627,0.020295
5.747152,5628,0.020295
5.747155,5629,-0.023652
5.747157,5630,0.020295
5.747160,5631,0.020295
5.747162,5632,0.020295
5.747165,5633,-0.023652
5.747167,5634,0.020295
5.747169,5635,-0.023652
5.813471,5636,0.020295
5.813526,5637,0.020295
5.813530,5638,0.020295
5.813533,5639,0.020295
5.813536,5640,0.020295
5.813539,5641,0.020295
5.813541,5642,-0.023652
5.813545,5643,0.020295
5.813548,5644,-0.023652
5.813551,5645,0.020295
5.813553,5646,0.020295
5.813556,5647,-0.023652
5.813559,5648,0.020295
5.813561,5649,-0.023652
5.813564,5650,0.020295
5.813567,5651,0.020295
5.813569,5652,0.020295
5.813572,5653,0.020295
5.813574,5654,0.020295
5.813576,5655,0.020295
5.813579,5656,0.020295
5.813581,5657,0.020295
5.813583,5658,0.020295
5.813586,5659,0.020295
5.813588,5660,0.020295
5.813591,5661,-0.023652
5.813593,5662,-0.023652
5.813596,5663,0.020295
5.813598,5664,0.020295
5.813601,5665,0.020295
5.813604,5666,-0.023652
5.813606,5667,-0.023652
5.813609,5668,0.020295
5.813611,5669,0.020295
5.813613,5670,-0.023652
5.813616,5671,-0.023652
5.813619,5672,0.020295
5.813621,5673,0.020295
5.813624,5674,-0.023652
5.813626,5675,-0.023652
5.813629,5676,0.020295
5.813631,5677,0.020295
5.813634,5678,0.020295
5.813636,5679,-0.023652
5.813639,5680,-0.023652
5.813641,5681,-0.023652
5.813644,5682,0.020295
5.813646,5683,0.020295
5.813649,5684,0.020295
5.813651,5685,-0.023652
5.813654,5686,-0.023652
5.813656,5687,-0.023652
5.813658,5688,-0.023652
5.813661,5689,-0.023652
5.813663,5690,0.020295
5.813665,5691,-0.023652
5.813668,5692,-0.023652
5.813670,5693,-0.023652
5.813673,5694,0.020295
5.813675,5695,0.020295
5.813677,5696,-0.023652
5.813680,5697,0.020295
5.813682,5698,0.020295
5.813685,5699,0.020295
5.813687,5700,-0.023652
5.813690,5701,0.020295
5.813693,5702,0.020295
5.813695,5703,-0.023652
5.813698,5704,-0.023652
5.813700,5705,0.020295
5.813702,5706,0.020295
5.813705,5707,0.020295
5.813707,5708,0.020295
5.813709,5709,-0.023652
5.813712,5710,-0.023652
5.813714,5711,-0.023652
5.813716,5712,0.020295
5.813719,5713,-0.023652
5.813721,5714,-0.023652
5.813724,5715,0.020295
5.813726,5716,0.020295
5.813728,5717,0.020295
5.813731,5718,-0.023652
5.813733,5719,-0.023652
5.813735,5720,-0.023652
5.813738,5721,0.020295
5.813740,5722,0.020295
5.813742,5723,0.020295
5.813745,5724,0.020295
5.813747,5725,0.020295
5.813749,5726,0.020295
5.813752,5727,-0.023652
5.813754,5728,-0.023652
5.813757,5729,-0.023652
5.813759,5730,0.020295
5.813761,5731,-0.023652
5.813764,5732,-0.023652
5.813766,5733,-0.023652
5.813768,5734,0.020295
5.813771,5735,0.020295
5.864325,5736,0.020295
5.864368,5737,-0.023652
5.864372,5738,0.020295
5.864374,5739,-0.023652
5.864376,5740,0.020295
5.864377,5741,0.020295
5.864379,5742,-0.023652
5.864381,5743,0.020295
5.864382,5744,0.020295
5.864383,5745,-0.023652
5.864384,5746,-0.023652
5.864386,5747,-0.023652
5.864388,5748,0.020295
5.864389,5749,0.020295
5.864390,5750,-0.023652
5.864391,5751,-0.023652
5.864393,5752,-0.023652
5.864394,5753,-0.023652
5.864395,5754,0.020295
5.864396,5755,0.020295
5.864397,5756,-0.023652
5.864399,5757,-0.023652
5.864400,5758,0.020295
5.864401,5759,-0.023652
5.864402,5760,0.020295
5.864403,5761,-0.023652
5.864405,5762,-0.023652
5.864406,5763,0.020295
5.864407,5764,0.020295
5.864409,5765,-0.023652
5.864411,5766,-0.023652
5.864412,5767,0.020295
5.864413,5768,-0.023652
5.864414,5769,-0.023652
5.864415,5770,-0.023652
5.864417,5771,0.020295
5.864418,5772,-0.023652
5.864419,5773,0.020295
5.864420,5774,0.020295
5.864421,5775,0.020295
5.864423,5776,0.020295
5.864424,5777,0.020295
5.864425,5778,0.020295
5.864426,5779,0.020295
5.864427,5780,0.020295
5.864428,5781,0.020295
5.864430,5782,-0.023652
5.864431,5783,-0.023652
5.864432,5784,0.020295
5.864433,5785,-0.023652
5.930402,5786,-0.023652
5.930435,5787,0.020295
5.930440,5788,0.020295
5.930444,5789,0.020295
5.930448,5790,-0.023652
5.930452,5791,-0.023652
5.930455,5792,0.020295
5.930458,5793,-0.023652
5.930462,5794,-0.023652
5.930465,5795,-0.023652
5.930469,5796,0.020295
5.930472,5797,0.020295
5.930475,5798,-0.023652
5.930479,5799,0.020295
5.930482,5800,0.020295
5.930485,5801,-0.023652
5.930489,5802,-0.023652
5.930493,5803,-0.023652
5.930496,5804,0.020295
5.930499,5805,-0.023652
5.930502,5806,0.020295
5.930506,5807,0.020295
5.930509,5808,0.020295
5.930512,5809,-0.023652
5.930515,5810,0.020295
5.930518,5811,-0.023652
5.930522,5812,-0.023652
5.930525,5813,-0.023652
5.930528,5814,-0.023652
5.930531,5815,0.020295
5.930535,5816,0.020295
